"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"USD_GrantEquiv";"USD_Disbursement_Defl";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
986577;"Germany";"Rwanda";"5";"266";"LDCs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Approvisionnement en eau de 8 communes rurales / Kigali";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Approvisionnement en eau de 8 communes rurales / Kigali";"";"";0.00249379;"";"";"";"";"";"";"";""
986610;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"WATER SUPPLY PROGRAMME, REGIONAL CENTRES, PHASE 1";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Supply Programme, regional centres, Phase 1";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Water Supply Programme, regional centres, Phase 1";"";"";1.15025;"";"";"";"";"";"";"";""
986611;"Germany";"Bolivia";"5";"428";"LMICs";0.0;-0.0;"WATER SUPPLY AND SEWAGE TREATMENT BUSTILLO";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water supply and sewage treatment Bustillo";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Water supply and sewage treatment Bustillo";"";"";0.54223;"";"";"";"";"";"";"";""
986617;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"RURAL WATER SUPPLY MAHARASHTRA";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Rural Water Supply Maharashtra";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Rural Water Supply Maharashtra";"";"";0.369362;"";"";"";"";"";"";"";""
986697;"Germany";"Egypt";"5";"142";"LMICs";10.438;-0.0;"WATER SUPPLY / SANITATION SERVICE QENA I";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Water Supply / Sanitation Service Qena I";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2008-12-08";"2011-12-08";"Water Supply / Sanitation Service Qena I";"2008-11-11";"";0.452264;0.0;0.0;79636079.0;1001450.0;0.0;0.0;79636079.0;1001450.0
986712;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"URBAN WATER SUPPLY MBEYA, PHASE I";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Urban Water Supply Mbeya, Phase I";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Urban Water Supply Mbeya, Phase I";"";"";4.8889;"";"";"";"";"";"";"";""
986718;"Germany";"India";"5";"645";"LMICs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Water Supply Maharashtra";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Rural Water Supply Maharashtra";"";"";0.0541306;"";"";"";"";"";"";"";""
986721;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Urban water supply Songea";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Urban water supply Songea";"";"";0.00520986;"";"";"";"";"";"";"";""
986746;"Germany";"Uganda";"5";"285";"LDCs";0.0;-0.0;"NWSC CONSTRUCTS AN OFF SHORE INTAKE TO GET BETTER QUALITY WATER FOR GGABA WATER WORKS.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"NWSC constructs an off shore intake to get better quality water for Ggaba Water Works.";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Water Supply and Sanitation Programme Kampala, Phase I a";"";"";2.01931;"";"";"";"";"";"";"";""
986786;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"WATER SECTOR DEVELOPMENT PROGRAMME (PHASE II, STAGE 1)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Sector Development Programme (Phase II, Stage 1)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"The programme objective is to ensure the provision of sufficient, economically viable and socially sustainable Water Sanitation Supply services for the citizens in the programme area.";"";"";0.330909;"";"";"";"";"";"";"";""
986813;"Germany";"Lebanon";"5";"555";"UMICs";16.332;-0.0;"EMERGENCY MEASURES FOR REPAIR AND MODERNIZATION OF WATER SUPPLY AND WASTE WATER SYSTEMS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Emergency measures for repair and modernization of water supply and waste water systems";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Rehabilitation of Water and Waste Water Systems III";"";"";0.340658;"";"";"";"";"";"";"";""
986840;"Germany";"Rwanda";"5";"266";"LDCs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Approvisionnement en eau potable de 8 communes rurales Kigali";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Approvisionnement en eau potable de 8 communes rurales Kigali";"";"";0.0795123;"";"";"";"";"";"";"";""
986923;"Germany";"Kenya";"5";"248";"LMICs";38.0535;-0.0;"REHABILITATION AND EXTENSION OF WATER SUPPLY AND SANITATION IN SECONDARY TOWNS.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Rehabilitation and extension of water supply and sanitation in secondary towns.";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"2008-10-22";"2011-10-22";"Development of the Water sector II";"2008-05-21";"";10.3024;0.0;0.0;39791981.0;580370.0;0.0;0.0;39791981.0;580370.0
986935;"Germany";"Egypt";"5";"142";"LMICs";0.0;-0.0;"CONSULTING SERVICES FOR BUILDING UP OPERATION AND MAINTENANCE ORGANISATION FOR SEWERAGE PLANTS OF KAFR EL SHEIK WATER AND SEWERAGE COMPANY";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Consulting services for building up operation and maintenance organisation for sewerage plants of Kafr el Sheik Water and Sewerage Company";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Sewage Disposal Kafr El Sheikh";"";"";0.333994;"";"";"";"";"";"";"";""
987032;"Germany";"Bolivia";"5";"428";"LMICs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Emergency Program Trinidad";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Emergency Program Trinidad";"";"";0.161066;"";"";"";"";"";"";"";""
987040;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Urban Water Supply Mbeya, Phase I";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Urban Water Supply Mbeya, Phase I";"";"";0.00979918;"";"";"";"";"";"";"";""
987055;"Germany";"Lebanon";"5";"555";"UMICs";0.0;-0.0;"EMERGENCY MEASURES FOR REPAIR AND MODERNIZATION OF WATER SUPPLY AND WASTE WATER SYSTEMS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Emergency measures for repair and modernization of water supply and waste water systems";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Water and Sanitation Programme I";"";"";8.90271;"";"";"";"";"";"";"";""
987065;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"WATER SECTOR DEVELOPMENT PROGRAMME (PHASE II, STAGE 1)";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Water Sector Development Programme (Phase II, Stage 1)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"The programme objective is to ensure the provision of sufficient, economically viable and socially sustainable Water Sanitation Supply services for the citizens in the programme area.";"";"";2.22088;"";"";"";"";"";"";"";""
987066;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"RURAL WATER SUPPLY HAI DISTRICT IV";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Water Supply Hai District IV";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Rural Water Supply Hai District IV";"";"";1.40218;"";"";"";"";"";"";"";""
987067;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"URBAN WATER SUPPLY II";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Urban Water Supply II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Urban Water Supply II";"";"";0.371219;"";"";"";"";"";"";"";""
987069;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"ZANZIBAR SANITATION AND SOLID WASTE II";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Zanzibar Sanitation and Solid Waste II";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Zanzibar Sanitation and Solid Waste II";"";"";1.34862;"";"";"";"";"";"";"";""
987074;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"URBAN WATER SUPPLY SONGEA PHASE II";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Urban Water Supply Songea Phase II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Urban Water Supply Songea Phase II";"";"";0.671113;"";"";"";"";"";"";"";""
987076;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"RURAL WATER SUPPLY EAST KILIMAJA, PHSE II";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Water Supply East Kilimaja, Phse II";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Rural Water Supply East Kilimaja, Phase II";"";"";2.47859;"";"";"";"";"";"";"";""
987165;"Germany";"Burundi";"5";"228";"LDCs";0.0;-0.0;"PROGRAMMES SECTORIELS ALIMENTATION EN EAU POTABLE";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Programmes Sectoriels Alimentation en Eau Potable";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"PROSECEAU - Programmes Sectoriels Alimentation en Eau Potable";"";"";0.664852;"";"";"";"";"";"";"";""
987173;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"PROGRAMME FOR DEVELOPMENT OF WATER SUPPLY";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Programme for development of water supply";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Programme for development of water supply";"";"";5.59701;"";"";"";"";"";"";"";""
987229;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"The action contributes to poverty reduction by improving access to clean and affordable water and by reducing the risk of water-borne diseases.";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Hai District Rural Water Supply Programme";"";"";0.0518826;"";"";"";"";"";"";"";""
987233;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"THE PROGRAMME CO-FINANCES THE WATER BASKET OF THE WATER SECTOR DEVELOPMENT PROGRAMME (WSDP).";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"The programme co-finances the Water Basket of the Water Sector Development Programme (WSDP).";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Water Sector Development Programme I";"";"";9.86723;"";"";"";"";"";"";"";""
987243;"Germany";"Ethiopia";"5";"238";"LDCs";0.0;-0.0;"URBAN WATER SUPPLY AND SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Urban Water Supply and Sanitation";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Urban Water Supply and Sanitation";"";"";4.87699;"";"";"";"";"";"";"";""
987249;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water Supply and Sanitation Nzoia-Cl. Phase I Stage 2";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Water Supply and Sanitation Nzoia-Cl. Phase I Stage 2";"";"";0.201461;"";"";"";"";"";"";"";""
987251;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"REHABILITATION AND EXTENSION OF THE WATER SUPPLY NETWORK IN THE KIRUA-KAHE PROJECT AREA.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rehabilitation and extension of the water supply network in the Kirua-Kahe Project area.";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Moshi Rural District Water Supply Programme";"";"";4.78311;"";"";"";"";"";"";"";""
987259;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"RURAL WATER SUPPLY HAI DISTRICT IV";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Water Supply Hai District IV";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Rural Water Supply Hai District IV";"";"";0.24927;"";"";"";"";"";"";"";""
987282;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"ZANZIBAR SANITATION AND SOLID WASTE II";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Zanzibar Sanitation and Solid Waste II";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Zanzibar Sanitation and Solid Waste II";"";"";0.26832;"";"";"";"";"";"";"";""
987293;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Urban Water Supply";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Urban Water Supply";"";"";0.0618665;"";"";"";"";"";"";"";""
987300;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Rural Water Supply East Kilimanjaro, Phase II";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Rural Water Supply East Kilimanjaro, Phase II";"";"";0.1252;"";"";"";"";"";"";"";""
987311;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Programme for development of water supply";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Programme for development of water supply";"";"";0.185642;"";"";"";"";"";"";"";""
987314;"Germany";"Tanzania";"5";"282";"LDCs";0.0;-0.0;"WATER SUPPLY & SANIT. - LARGE SYST.";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Urban Water Supply Songea Phase II";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Urban Water Supply Songea Phase II";"";"";0.00839877;"";"";"";"";"";"";"";""
987319;"Germany";"Burundi";"5";"228";"LDCs";0.0;-0.0;"PROGRAMME D EAU";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Programme d Eau";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Programme d Eau";"";"";2.52628;"";"";"";"";"";"";"";""
987325;"Germany";"Kenya";"5";"248";"LMICs";0.0;-0.0;"WATER SUPPLY/SANITATION NZOIA CLUST. PHASE I STAGE 2";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"13";"140";"Water Supply/Sanitation Nzoia Clust. Phase I Stage 2";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Water Supply/Sanitation Nzoia Clust. Phase I Stage 2";"";"";6.2508;"";"";"";"";"";"";"";""
987339;"Germany";"Uganda";"5";"285";"LDCs";0.0;-0.0;"WATER SUPPLY AND SANITATION KAMPALA PHASE I";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"Water supply and sanitation Kampala Phase I";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"KfW";"";"";"Water supply and sanitation Kampala Phase I";"";"";0.562952;"";"";"";"";"";"";"";""
