"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
505728;"Germany";"Kenya";"5";"248";"LMICs";0.483554;"";"GOVERNMENT CONTRIBUTIONS VIA NGO";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2002-12-31";0.0;0.0;33751739.0;580370.0
508780;"Germany";"Uganda";"5";"285";"LDCs";21.0339;"";"ENTEBBE WATER SUPPLY AND SEWERAGE";"Kreditanstalt für Wiederaufbau";"11";"140";"ENTEBBE WATER SUPPLY+SEWERAGE";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"2002-07-01";"2005-01-01";"";"2002-07-01";0.0;0.0;25167257.0;241550.0
508797;"Germany";"Uganda";"5";"285";"LDCs";0.349574;"";"GOVERNMENT CONTRIBUTIONS VIA NGO";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2002-12-31";0.0;0.0;25167257.0;241550.0
512339;"Germany";"Bangladesh";"5";"666";"LDCs";0.211927;"";"GOVERNMENT CONTRIBUTIONS VIA NGO";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Water resources conservation (including data collection)";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2002-12-31";0.0;0.0;132478086.0;148460.0
512350;"Germany";"Bangladesh";"5";"666";"LDCs";0.4824;"";"GOVERNMENT CONTRIBUTIONS VIA NGO";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2002-12-31";0.0;0.0;132478086.0;148460.0
514359;"Germany";"Tanzania";"5";"282";"LDCs";7.019480000000001;"";"WATER SUPPLY MBEYA";"Kreditanstalt für Wiederaufbau";"11";"140";"STÄDT. WASSERVERSORGUNG MBEYA,";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINIST.O.FINANCE THE TREASURY";"2003-01-01";"2006-01-01";"";"2002-11-01";0.0;0.0;35334788.0;947300.0
514360;"Germany";"Tanzania";"5";"282";"LDCs";0.360861;"";"WATER SUPPLY MBEYA";"Kreditanstalt für Wiederaufbau";"11";"140";"STÄDT. WASSERVERSORGUNG MBEYA,";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINIST.O.FINANCE THE TREASURY";"2003-01-01";"2006-01-01";"";"2002-11-01";0.0;0.0;35334788.0;947300.0
514382;"Germany";"Tanzania";"5";"282";"LDCs";1.26518;"";"GOVERNMENT CONTRIBUTIONS VIA NGO";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2002-12-31";0.0;0.0;35334788.0;947300.0
514390;"Germany";"Tanzania";"5";"282";"LDCs";0.0114465;"";"FED. STATES CONTRIBUTIONS";"Federal states and local governments";"11";"140";"FED. STATES CONTRIBUTIONS";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2002-12-31";0.0;0.0;35334788.0;947300.0
516220;"Germany";"Colombia";"5";"437";"UMICs";0.022142500000000002;"";"WASTE MANAGEMENT/DISPOSAL";"Federal states and local governments";"11";"140";"WASTE MANAGEMENT/DISPOSAL";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2002-12-31";0.0;0.0;40875360.0;1141750.0
517625;"Germany";"Lebanon";"5";"555";"UMICs";0.147231;"";"DRINKING WATER STERILISATION";"Federal Ministries";"11";"140";"DRINKING WATER STERILISATION";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2002-12-31";0.0;0.0;4182205.0;10450.0
519498;"Germany";"Lebanon";"5";"555";"UMICs";0.05629680000000001;"";"WATER RESOURCES POLICY/ADMINISTRATIVE MANAGEMENT";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"PROJEKT SWAMP 2002-2005";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"";"2005-12-31";0.0;0.0;4698763.0;10450.0
519499;"Germany";"Lebanon";"5";"555";"UMICs";0.0584297;"";"WATER RESOURCES POLICY/ADMINISTRATIVE MANAGEMENT";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"REFORM DES WASSERSEKTORS MENA";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"";"2005-12-31";0.0;0.0;4698763.0;10450.0
519500;"Germany";"Lebanon";"5";"555";"UMICs";0.00899458;"";"WASTE MANAGEMENT/DISPOSAL";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"UMWELTMANAGEMENT II";"Waste management/disposal";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"";"2005-12-31";0.0;0.0;4698763.0;10450.0
519501;"Germany";"Lebanon";"5";"555";"UMICs";0.0046306;"";"EDUCATION AND TRAINING IN WATER SUPPLY AND SANITATION";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"EU MEDA WASTEWATER";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"";"2005-12-31";0.0;0.0;4698763.0;10450.0
519502;"Germany";"Lebanon";"5";"555";"UMICs";0.058542;"";"EDUCATION AND TRAINING IN WATER SUPPLY AND SANITATION";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"04 EPRO MIDDLEEAST";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"";"2005-12-31";0.0;0.0;4698763.0;10450.0
519503;"Germany";"Lebanon";"5";"555";"UMICs";0.041717500000000005;"";"EDUCATION AND TRAINING IN WATER SUPPLY AND SANITATION";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"IFAD NEMTA";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"";"";"";"2005-12-31";0.0;0.0;4698763.0;10450.0
519514;"Germany";"Lebanon";"5";"555";"UMICs";22.8104;0.0;"AL GHADIR WASTE WATER";"Kreditanstalt für Wiederaufbau";"13";"140";"AL GHADIR WASTE WATER";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"Public Sector Institutions";"Public sector";"2006-01-01";"2010-12-31";"";"2005-08-22";0.0;0.0;4698763.0;10450.0
531823;"Germany";"Bolivia";"5";"428";"LMICs";0.21651700000000002;"";"GOVERNMENT CONTRIBUTIONS VIA NGO";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2002-12-31";0.0;0.0;8742814.0;1098580.0
531826;"Germany";"Bolivia";"5";"428";"LMICs";0.7376010000000001;"";"DRINKING WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"DRINKING WATER SUPPLY";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA";"1998-01-01";"2003-11-01";"";"2002-03-01";0.0;0.0;8742814.0;1098580.0
531827;"Germany";"Bolivia";"5";"428";"LMICs";12.3992;"";"DRINKING WATER SUPPLY/WASTE WATER DISPOSAL";"Kreditanstalt für Wiederaufbau";"11";"140";"DRINK.WAT.SUPL.-WASTE WAT.DISP";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA, EDIFIC";"2002-08-01";"2004-12-01";"";"2002-07-01";0.0;0.0;8742814.0;1098580.0
531828;"Germany";"Bolivia";"5";"428";"LMICs";21.401999999999997;"";"DRINKING WATER SUPPLY/WASTE WATER DISPOSAL";"Kreditanstalt für Wiederaufbau";"11";"140";"DRINK.WAT.SUPPL.-WASTE WAT.DIS";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA";"2002-08-01";"2005-06-01";"";"2002-07-01";0.0;0.0;8742814.0;1098580.0
531854;"Germany";"Bolivia";"5";"428";"LMICs";0.275698;"";"GOVERNMENT CONTRIBUTIONS VIA NGO";"Foundations/Societies/Misc. (non federal)";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2002-12-31";0.0;0.0;8742814.0;1098580.0
531857;"Germany";"Bolivia";"5";"428";"LMICs";0.632229;"";"WASTE WATER DISPOSAL";"Kreditanstalt für Wiederaufbau";"13";"140";"WASTE WATER DISPOSAL";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTERIO DE HACIENDA, EDIFIC";"1997-01-01";"2002-08-01";"";"2002-05-01";0.0;0.0;8742814.0;1098580.0
534820;"Germany";"Burundi";"5";"228";"LDCs";0.0125435;"";"FED. STATES CONTRIBUTIONS";"Federal states and local governments";"11";"140";"FED. STATES CONTRIBUTIONS";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2002-12-31";0.0;0.0;6704113.0;27830.0
536619;"Germany";"Rwanda";"5";"266";"LDCs";2.95185;"";"RURAL WATER SUPPLY COMM. KIGALI";"Kreditanstalt für Wiederaufbau";"11";"140";"RURALWATERSUPPLY.8COMM.KIGALI";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MIN.DES AFFAIRES ETRANGERES ET";"1999-01-01";"2006-12-01";"";"2002-05-01";0.0;0.0;8427060.0;26340.0
536621;"Germany";"Rwanda";"5";"266";"LDCs";1.25435;"";"WATER SUPPLY BUGESERA SUD (ACC. MEASURE)";"Kreditanstalt für Wiederaufbau";"11";"140";"WATERSUPPLYBUGESERASUD(ACC.M.)";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MIN.DES AFFAIRES ETRANGERES ET";"2002-08-01";"2004-04-01";"";"2002-07-01";0.0;0.0;8427060.0;26340.0
536630;"Germany";"Rwanda";"5";"266";"LDCs";0.171655;"";"FED. STATES CONTRIB.: WATER, SMALL SYSTEMS";"Federal states and local governments";"11";"140";"FED. STATES CONTRIB.:  WATER, SMALL SYSTEMS";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2002-12-31";0.0;0.0;8427060.0;26340.0
536632;"Germany";"Rwanda";"5";"266";"LDCs";0.018764799999999998;"";"FED. STATES CONTRIBUTIONS";"Federal states and local governments";"11";"140";"FED. STATES CONTRIBUTIONS";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2002-12-31";0.0;0.0;8427060.0;26340.0
545790;"Germany";"Egypt";"5";"142";"LMICs";2.81795;"";"DECENTRALISED WASTE MANAGEMENT IN THE GOVERNORSHIP KAFR EL SHEIKH";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"DEZENTRALE ABWASSERWIRTSCHAFT IM GOUVERNORAT KAFR EL SHEIKH";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;74172073.0;1001450.0
545800;"Germany";"Egypt";"5";"142";"LMICs";2.11346;"";"PRIVATISATION OF WASTE MANAGEMENT";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"PRIVATISIERUNG DER ABFALLWIRTSCHAFT";"Waste management/disposal";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;74172073.0;1001450.0
545807;"Germany";"Egypt";"5";"142";"LMICs";4.22692;"";"STRATEGIC ADVISORY SERVICE OF MINISTRY OF WATER RESOURCES";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"STRATEGISCHE BERATUNG DES WASSERMINISTERIUMS";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;74172073.0;1001450.0
545818;"Germany";"Egypt";"5";"142";"LMICs";0.040987;"";"WATER RESOURCES POLICY/ADMIN. MANAGEMENT";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"REFORM DES WASSERSEKTORS IN DER MENA-REGION";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;74172073.0;1001450.0
545831;"Germany";"Egypt";"5";"142";"LMICs";0.055626300000000004;"";"EDUCATION/TRAINING: WATER SUPPLY & SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TECHNOLOGIE, UMWELT UND VERMITTLUNGSKOMPETENZ IN DER WASSERVER- UND -ENTSORGUNG";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;74172073.0;1001450.0
550946;"Germany";"Ethiopia";"5";"238";"LDCs";0.0340972;"";"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"BAU VON TRINKWASSERBRUNNEN, ÄTHIOPIEN";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;74239505.0;1104300.0
550974;"Germany";"Ethiopia";"5";"238";"LDCs";0.0640519;"";"INTEGRATED SPECIALIST";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"INTEGRATED SPECIALIST";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;74239505.0;1104300.0
550998;"Germany";"Ethiopia";"5";"238";"LDCs";0.26222399999999996;"";"WATER SUPPLY & SANITATION - LARGE SYSTEMS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"KOMMUNALE WASSERVERSORGUNG DER GEMEINDE GILGEL BELES, ÄTHIOPIEN";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;74239505.0;1104300.0
551008;"Germany";"Ethiopia";"5";"238";"LDCs";0.0704909;"";"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TRINKWASSERVERSORGUNG FÜR GODINO, ÄTHIOPIEN";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;74239505.0;1104300.0
552832;"Germany";"Kenya";"5";"248";"LMICs";0.0870605;"";"INTEGRATED SPECIALIST";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"INTEGRATED SPECIALIST";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;35635271.0;580370.0
552858;"Germany";"Kenya";"5";"248";"LMICs";0.214587;"";"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"WASSERVERSORGUNG FÜR DIE NOMADEN IM NÖRDLICHEN TURKANAGEBIET, KENIA";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;35635271.0;580370.0
552870;"Germany";"Kenya";"5";"248";"LMICs";0.0767045;"";"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"WASSER - UND SANITÄRPROJEKT IN NYANZA PROVINZ, KENIA";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;35635271.0;580370.0
552871;"Germany";"Kenya";"5";"248";"LMICs";0.352243;"";"BASIC DRINKING WATER SUPPLY AND BASIC SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"BAU HÄUSLICHER REGENWASSERTANKS UND LATRINEN IN DER DIÖZESE MERU";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;35635271.0;580370.0
552877;"Germany";"Kenya";"5";"248";"LMICs";0.0562321;"";"DEVELOPMENT AID VOLUNTEER";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"DEVELOPMENT AID VOLUNTEER";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;35635271.0;580370.0
552883;"Germany";"Kenya";"5";"248";"LMICs";5.63589;"";"WATER SECTOR REFORM";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"WATER SECTOR REFORM";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;35635271.0;580370.0
552894;"Germany";"Kenya";"5";"248";"LMICs";0.986281;"";"WATER SECTOR DEVELOPMENT";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY & SANITATION";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE AND PLAN.";"2004-09-01";"2008-12-01";"";"2004-09-01";0.0;0.0;35635271.0;580370.0
552900;"Germany";"Kenya";"5";"248";"LMICs";0.528365;"";"WATER SUPPLY & SANITATION - LARGE SYSTEMS";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"(AP-2015) WEITERFÜHRUNG DES LÄNDLICHEN WASSERVERSORGUNGSPROGRAMMS IN DER DIÖZESE EMBU (2005 - 2007)";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;35635271.0;580370.0
552910;"Germany";"Kenya";"5";"248";"LMICs";13.3852;0.0;"WATER SECTOR DEVELOPMENT";"Kreditanstalt für Wiederaufbau";"13";"140";"WATER SUPPLY & SANITATION";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE AND PLAN.";"2004-09-01";"2008-12-01";"";"2004-09-01";0.0;0.0;35635271.0;580370.0
558971;"Germany";"Rwanda";"5";"266";"LDCs";0.09757139999999999;"";"DEVELOPMENT AID VOLUNTEER";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"DEVELOPMENT AID VOLUNTEER";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;8680524.0;26340.0
562180;"Germany";"Tanzania";"5";"282";"LDCs";0.08165;"";"DEVELOPMENT AID VOLUNTEER";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"DEVELOPMENT AID VOLUNTEER";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;37379767.0;947300.0
562218;"Germany";"Tanzania";"5";"282";"LDCs";6.340380000000001;"";"SANITATION AND DRAINAGE PROGRAMME";"Kreditanstalt für Wiederaufbau";"11";"140";"ZANSIBAR SANIT. + DR. PROG.";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"2004-01-01";"2008-12-01";"";"2004-01-01";0.0;0.0;37379767.0;947300.0
562219;"Germany";"Tanzania";"5";"282";"LDCs";0.704487;"";"SANITATION AND DRAINAGE PROGRAMME";"Kreditanstalt für Wiederaufbau";"11";"140";"ZANSIBAR SANIT. + DR. PROG. II";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"2004-01-01";"2008-12-01";"";"2004-01-01";0.0;0.0;37379767.0;947300.0
562220;"Germany";"Tanzania";"5";"282";"LDCs";13.2472;"";"WATER SUPPLY PROGRAMME";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY SONGEA II";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"2004-05-01";"2007-12-01";"";"2004-05-01";0.0;0.0;37379767.0;947300.0
562221;"Germany";"Tanzania";"5";"282";"LDCs";0.28179499999999996;"";"WATER SUPPLY PROGRAMME";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY SONGEA II";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"2004-05-01";"2007-12-01";"";"2004-05-01";0.0;0.0;37379767.0;947300.0
563054;"Germany";"Uganda";"5";"285";"LDCs";3.9451300000000002;"";"DEVELOPMENT OF WATER RESOURCES SECTOR";"Deutsche Gesellschaft für Internationale Zusammenarbeit";"11";"140";"KV - ENTWICKLUNG DES WASSERSEKTORS";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;26821297.0;241550.0
563072;"Germany";"Uganda";"5";"285";"LDCs";0.223858;"";"EDUCATION/TRAINING: WATER SUPPLY & SANITATION";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"TECHNOLOGIE, UMWELT UND VERMITTLUNGSKOMPETENZ IN DER WASSERVER- UND -ENTSORGUNG";"Education and training in water supply and sanitation";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;26821297.0;241550.0
563083;"Germany";"Uganda";"5";"285";"LDCs";0.029377099999999996;"";"DEVELOPMENT AID VOLUNTEER";"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung";"11";"140";"DEVELOPMENT AID VOLUNTEER";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"";"";"";"2004-12-31";0.0;0.0;26821297.0;241550.0
563096;"Germany";"Uganda";"5";"285";"LDCs";23.0522;0.0;"WATER SUPPLY & SANITATION PROGRAMME";"Kreditanstalt für Wiederaufbau";"11";"140";"WATER SUPPLY&SANIT. KAMPALA IA";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"MINISTRY OF FINANCE";"2004-03-01";"2007-12-01";"";"2004-03-01";0.0;0.0;26821297.0;241550.0
